id|asset_id|polygons|properties|
1|343|0103000020E6100000010000004D000000C048236CC6635AC03620B8AEFAA84440BDE5B722BA635AC07EC5EDDDFAA84440107A301FBA635AC0FC729DC7F8A8444021FC1552BA635AC096D3D9C6F8A844406A260752BA635AC05B999BB1F8A844400A28AF57BA635AC0B26673B1F8A84440C4B71056BA635AC078B85A23F8A8444037B48750BA635AC0F584C923F8A844405697DE50BA635AC07610AD0EF8A844405F16F91DBA635AC0DDAF700FF8A8444027B67316BA635AC0CB15E19AF3A844402397912BBA635AC00189909AF3A8444009C3B42BBA635AC0F25DB6AEF3A84440A7E98259BA635AC01CC804AEF3A8444066BE6159BA635AC01705DF99F3A84440DAD99A82BA635AC062FD4099F3A84440E463B076BA635AC0F768ED8BECA844404C23AF7DBB635AC0E069FA87ECA8444082F0C37DBB635AC031361095ECA84440E00D94ABBB635AC0E1AD5E94ECA84440A6337DABBB635AC018D54B87ECA84440DC590FC4BB635AC0CCC2EC86ECA844400A1AFACFBB635AC010564094F3A844403F40C089BC635AC0A57F7891F3A84440D656D57DBC635AC00AED2484ECA84440410ECD98BC635AC00403BD83ECA84440A7F3E198BC635AC08AC4CC90ECA84440ED04B2C6BC635AC0FE3D1E90ECA844409B1E9BC6BC635AC08C6A0E83ECA84440FB4B34CBBD635AC05516247FECA84440E37F1FD7BD635AC0D6A7778CF3A84440D1A5E590BE635AC05FB6AF89F3A844408054FA84BE635AC02120597CECA844401BE2E811BF635AC0CC473C7AECA844402CCA0112BF635AC01C2D4C87ECA844409BD9CD3FBF635AC0B27A9D86ECA844401BF3B83FBF635AC01EB98D79ECA84440194959D2BF635AC0E0185877ECA84440FCE342DEBF635AC0199CAE84F3A84440AE79B50CC0635AC0789DF983F3A844401811C60CC0635AC0ED7E0C8EF3A84440EC23A969C0635AC0AB78A88CF3A84440828C9869C0635AC036979582F3A8444076150998C0635AC0308AE381F3A8444086451F8CC0635AC0060D9074ECA844407ED1D2A6C0635AC09DC02874ECA8444076B9E9A6C0635AC00F943881ECA84440D1C9B7D4C0635AC049EE8980ECA84440C4E2A2D4C0635AC0C32C7A73ECA84440A6387CD9C1635AC05CC38E6FECA84440A6546AE5C1635AC02963E27CF3A844409385309FC2635AC04136177AF3A8444044414493C2635AC0EDA8C36CECA84440F696551BC3635AC0ECBABA6AECA84440C27F6C1BC3635AC0508ECA77ECA844409E34F447C3635AC0A9630177ECA844404255674AC3635AC0FCD04C69ECA844407D34A3E0C3635AC09740C267ECA844405EC28DECC3635AC0E5BA1575F3A8444033E753A6C4635AC049784D72F3A844401730699AC4635AC0A3FEF964ECA84440CDAA7FB3C4635AC0A96D9964ECA844409A8896B3C4635AC06446AC71ECA8444039A464E1C4635AC0F98DFA70ECA8444059C74FE1C4635AC00EC7E763ECA84440D721C6E7C5635AC0E453F85FECA844405D24B3F3C5635AC04EDE4B6DF3A84440E347DC5FC6635AC0917BAB6BF3A84440907AFD5FC6635AC0883ED17FF3A844404B01182DC6635AC0F8099580F3A844406883122EC6635AC049A44115F4A8444045166627C6635AC092C25D15F4A84440A302DA27C6635AC0311C6B5AF4A84440E164882EC6635AC02C15525AF4A844404B929D2EC6635AC03ABDCD66F4A84440F00C8361C6635AC0CAF10966F4A84440C048236CC6635AC03620B8AEFAA84440|{"base": 4, "name": "AES Greenhouse Facility", "color": "", "height": 8, "grossarea": "", "yearbuilt": "", "floorcount": "", "yearremodeled": "", "UW_Building_Name": "AES Greenhouse Facility"}
2|211|0103000020E6100000010000001300000011C3D97016655AC0A3993336BFA74440FFE232B515655AC0A7C5F01EBFA7444082D28DBD15655AC0D1528985BEA74440DE91DC9315655AC050125B80BEA74440A378F2B515655AC09F7AEB0EBCA744405483577715655AC0450B2A07BCA74440B506959515655AC05F4785DCB9A74440DA0A71C815655AC03400D2E2B9A7444093350CCA15655AC0889B52C5B9A74440140D784517655AC08A465AF4B9A74440BBE3DC4317655AC060ABD911BAA74440A5C9778217655AC0FC179E19BAA744402BDF165C17655AC0F6AFBAD9BCA74440DF83431817655AC0A24A52D1BCA744402FD0250C17655AC0049592AFBDA74440252F550417655AC087419BAEBDA74440D6A180F616655AC0CAC252ACBEA74440BFBB367916655AC0AB32C99CBEA7444011C3D97016655AC0A3993336BFA74440|{"base": 8, "name": "Alumni House", "color": "", "height": 12, "grossarea": "", "yearbuilt": "", "floorcount": "", "yearremodeled": "", "UW_Building_Name": "Alumni House"}
3|211|0103000020E6100000010000001700000049D140A117655AC075C4A9C3C1A7444013B7C05916655AC0906F139BC1A7444026B5927D16655AC08A2AD809BFA74440318FBB8B15655AC0C9A3DCEBBEA744407478829915655AC09D6E27F1BDA7444076EE782015655AC0231424E2BDA74440ABD90B3D15655AC072DEE0D5BBA7444073A09E7915655AC0750763DDBBA74440B506959515655AC05F4785DCB9A7444089DAB4C615655AC033699EE2B9A74440F01B42C815655AC082751FC6B9A744406F4E28FD15655AC08A86ABCCB9A744408F90DB1F16655AC013A84DA0B9A74440A4896F6B16655AC00BD3A9A9B9A744407E46DD8816655AC09BDCFDDDB9A74440B3F4B03617655AC01E3A89F3B9A74440ABB4233517655AC0F92D0810BAA744406F789A7117655AC076518617BAA744402618965F17655AC049280B62BBA74440F1DCD5C117655AC0D753376EBBA74440390972B017655AC09DD353ADBCA744403F5EDEE717655AC0CA9E35B4BCA7444049D140A117655AC075C4A9C3C1A74440|{"base": 4, "name": "Alumni House", "color": "", "height": 8, "grossarea": "", "yearbuilt": "", "floorcount": "", "yearremodeled": "", "UW_Building_Name": "Alumni House"}
4|211|0103000020E61000000100000017000000968A9AC917655AC05EEBD89BBEA7444022EB579816655AC027FA1675BEA74440ECDB438F16655AC0FE9D7407BFA74440D143D48D15655AC0CD525EE8BEA744402E8DDC9A15655AC0A793E0F2BDA7444076EE782015655AC0231424E2BDA74440ABD90B3D15655AC072DEE0D5BBA74440F14C4B7A15655AC018C557DEBBA74440B506959515655AC05F4785DCB9A74440697CCBC615655AC0C4E577E2B9A7444007F44EC815655AC0C07EE9C5B9A74440B3BE4FFD15655AC0193552CCB9A74440EAC6012016655AC085E9C09FB9A7444080ADB86B16655AC0E4DAE4A8B9A744400278468916655AC069FF39DDB9A7444081E35F3217655AC0F8C5A3F1B9A7444000DCA93117655AC0140FF8FEB9A74440BE649A7917655AC0320BA907BAA744400745197917655AC0A4D42B11BAA74440F4546DD117655AC02B2ED51BBAA744406FAA90AE17655AC0218860ACBCA74440DF8591E317655AC0E031C6B2BCA74440968A9AC917655AC05EEBD89BBEA74440|{"base": 0, "name": "Alumni House", "color": "", "height": 4, "grossarea": "", "yearbuilt": "", "floorcount": "", "yearremodeled": "", "UW_Building_Name": "Alumni House"}
5|92|0103000020E61000000100000027000000A26FA15B7D645AC07D14EFE77CA84440125C93F577645AC056AB9CF17CA84440E7FE3CF177645AC02A477D7177A84440485B595875645AC0081C257677A844400C23785975645AC0A38946E178A8444031CE327574645AC01C53E1E278A8444053EAFE7374645AC0A6944B5C77A8444077EBC8CF74645AC0F0B3A65B77A84440D4F5FCC974645AC0A2F7C00170A84440FE4EBEC575645AC08DAFFEFF6FA844407147E6C675645AC06178287771A844409D3783EC77645AC01A044D7371A84440E1FD97E977645AC0969D69C06DA844407B73E80778645AC02F2633C06DA8444085C3380878645AC04D9CEF276EA8444075AED2AF79645AC0AEF9F9246EA84440189380AF79645AC0FD562EBD6DA8444057D3A7BE79645AC0BB8D11BD6DA84440FBEEF9BE79645AC08930DD246EA844403B7BBAD37A645AC0BD4DEB226EA84440216364D27A645AC01F94B3736CA8444014A691827B645AC0806C76726CA8444082BAE5837B645AC0B319B1216EA84440D866A5317D645AC01F16AF1E6EA84440C6B25D317D645AC04B381CC36DA844407327AC4F7D645AC0A5A3E5C26DA84440FAB40C527D645AC08C44B9C270A844406F72E3427D645AC0E5FFD5C270A84440AAFE4F437D645AC0E850F84C71A844407C4179527D645AC09D95DB4C71A844402C9C02587D645AC01EC8165278A84440CB62DB487D645AC0D38F305278A8444035E347497D645AC0F2E655DC78A84440221D6F587D645AC03D1F3CDC78A84440422FFC597D645AC0BF342CD27AA844407A05FB4A7D645AC01E4E47D27AA844400481414B7D645AC0674E685C7BA844400ABC685A7D645AC0B2864E5C7BA84440A26FA15B7D645AC07D14EFE77CA84440|{"base": 8, "name": "Animal Science", "color": "", "height": 12, "grossarea": 93631, "yearbuilt": 1986, "floorcount": 3, "yearremodeled": "", "UW_Building_Name": "Animal Science"}
6|92|0103000020E6100000010000009F00000066D818C482645AC036D818D87CA8444052AA0EBF81645AC0DAC7A9DB7CA84440304F02BE81645AC0E5C5E12C7CA84440160CE3B881645AC070D1F32C7CA84440FA63CBB881645AC0D13F761E7CA84440D8D0F44981645AC01972FB1F7CA8444093830A4A81645AC091EC752E7CA844401D05FE4281645AC0830F8F2E7CA84440805D0A4481645AC0781157DD7CA84440A6C4B08C7B645AC0662053F17CA844401033938C7B645AC0CB6FB3DE7CA8444011265F477B645AC023F59DDE7CA8444094B87E477B645AC03EAF44F27CA84440B7C94C2B7B645AC05F29A6F27CA84440DA372F2B7B645AC01481FFDE7CA84440F5A336E57A645AC0ED43F6DF7CA84440453554E57A645AC046EC9CF37CA844406D75522179645AC0ECBFC7F97CA84440CD733C2179645AC052735BEA7CA84440C0708C8D78645AC01AD95EEC7CA84440F3E17A8D78645AC0FD5F6EE07CA844408548176278645AC08F6E04E17CA8444053D7286278645AC0BBE7F4EC7CA844401C31024878645AC04E5050ED7CA84440C396F04778645AC088DC62E17CA84440B2C5442478645AC09E4B1AE07CA844404A7D5B2478645AC03551CDED7CA84440639BE5FE77645AC0B67252EE7CA844401B0F8BF677645AC05E250E7D77A84440DFF6591277645AC01AAC298077A84440E3BF751277645AC00630BA9277A84440B18BF2ED76645AC09B9A389377A8444035B6D4ED76645AC0530AAB8077A844407CD4724575645AC03AE8748677A8444036CFA54875645AC092D0DE9B79A84440C02C823975645AC091E3139C79A84440CE9796D574645AC0808D719D79A84440625DA8B274645AC0F1D8EB9D79A844408FD59BB274645AC011F4CD9479A8444075377F8274645AC09182769579A8444048BF8B8274645AC07167949E79A8444081847B5C74645AC010311A9F79A84440DAAF3A5974645AC01405ED8077A84440D526FEF472645AC075F7C78577A84440149FEAF472645AC0FC6D527977A84440A417D9C472645AC02BE4A77777A84440B56B08C572645AC004F3289677A84440516DA2A572645AC0FB3F989677A84440867479A572645AC05F29927A77A84440B5AA559270645AC07A05D18177A84440A260859270645AC085E2BBA077A844401D76D48A70645AC03D5BD8A077A84440550DD18C70645AC02AB33AEB78A84440B79B1DA06E645AC0EDD5F3F178A844407B560AA06E645AC0EE32EAE478A844400AC82F736E645AC04B4B88E578A84440320E45736E645AC00B0092F278A84440D11FAC2362645AC0D465851D79A844400F1D8B1F62645AC04AAEB96B76A8444028ADA81E62645AC0D89BE2D875A84440E5D4441A62645AC08159A1FB72A84440502BD05060645AC0DF21DB0173A84440283AE84D60645AC00B66DA1D71A844400576A1E060645AC09A85D81B71A8444089D5CEE060645AC07779CE3971A8444092DF4F6160645AC08542893B71A844409C35DB6360645AC04EEC9BE472A84440BCA2171A62645AC0CC47A6DE72A84440D29C731862645AC0BA4147CC71A8444092B5742062645AC022932ACC71A844404988B31F62645AC0355E954E71A844405B7BB21762645AC06707AF4E71A84440694CF71162645AC0B17B43926DA84440DB51782662645AC0B59FFB916DA84440D4EFF82662645AC06B3110E56DA84440F86507D163645AC0D45242DF6DA8444084C488D063645AC00AD32D8C6DA844400AC907E563645AC0B7E2E58B6DA844406A6B88E563645AC04274FADE6DA844409B069D9F65645AC01C28F6D86DA844401B6B1C9F65645AC02B91DE856DA844408C709DB365645AC0F6AF96856DA84440210B1CB465645AC01735AED86DA844407AA2C86767645AC03662BCD26DA84440AEF7496767645AC089E2A77F6DA84440EDFBC87B67645AC0EFEC5F7F6DA844401A9C497C67645AC0C38377D26DA844402D33F62F69645AC0247985CC6DA844408282752F69645AC0C3E770796DA84440AE87F64369645AC0470129796DA844406C37754469645AC0E6803DCC6DA84440DBC121F86A645AC0EE434EC66DA844408819A3F76A645AC0F8BE36736DA84440E112240C6B645AC04CDBF1726DA844404CC7A20C6B645AC0DD5A06C66DA84440E8504FC06C645AC017E616C06DA844402B97CEBF6C645AC0D354026D6DA8444014A951D46C645AC08875B76C6DA844405956D0D46C645AC062FACEBF6DA844404DEA7A886E645AC0C536DCB96DA84440FF20FC876E645AC0B6BCCA666DA84440E4257D9C6E645AC05DCE82666DA8444093E4FD9C6E645AC0945F97B96DA844406B69404A70645AC05A20BAB36DA844406F9BC14970645AC067A6A8606DA84440D91A4D6570645AC04A8947606DA844407E88BC6970645AC030CBA04370A844400773BC9072645AC04D5F1D3C70A844408CF3549072645AC06B8D27F96FA8444017FAD5A472645AC02299DFF86FA84440D8793DA572645AC0126BD53B70A8444090A703AA74645AC0FD21C93470A84440647595A974645AC0789658EC6FA84440B55DA8A075645AC00FFFF8E86FA8444077E2F2A275645AC0A1AA4C6571A8444073B5AFAD75645AC09EF1266571A84440A603BEAD75645AC01F03546E71A84440EA89980376645AC0BCD4286D71A84440B73B8A0376645AC04AC3FB6371A844405B086B2776645AC0F0C57D6371A84440D456792776645AC071D7AA6C71A8444035ECBB8376645AC026E7696B71A844408EA9AD8376645AC040D0396271A844408BA479A976645AC023AFB76171A8444004F387A976645AC0A4C0E46A71A84440633F77FD76645AC028B4C06971A8444075FC68FD76645AC0429D906071A84440827F43E777645AC0B3CF615D71A844409E4088E177645AC0F112E3A26DA8444063E19AF877645AC053A793A26DA84440987B17F977645AC0E037B0F46DA84440EAF65BA679645AC03DEFD4EE6DA844406357DDA579645AC0094DB89C6DA844408A8F17B979645AC00618749C6DA844409A2294B979645AC0DDAD93EE6DA84440873319DD7A645AC063EB97EA6DA8444055C7A1DC7A645AC016C94F9D6DA84440417BD4E07A645AC0F19E3E9D6DA84440D8F65BDF7A645AC08BF5094E6DA84440D6EF27DC7A645AC01CD6144E6DA8444068B798DA7A645AC0B353334A6CA8444023C7D0817B645AC03553EE476CA8444006AD4C827B645AC08C5226976CA844408B61B0347D645AC0B58D35916CA844405D6C36347D645AC0A3A500426CA84440723DFE497D645AC0B2D7B4416CA84440A132784A7D645AC0C5BFE9906CA84440AEC7A7F97E645AC098AF098B6CA84440BDE52DF97E645AC0C8BCCE3B6CA84440D3B6F50E7F645AC018EC823B6CA84440C4986F0F7F645AC0D9DEBD8A6CA844403BE030C180645AC0001CD0846CA8444013EEB6C080645AC0A42E98356CA84440B4CA7ED680645AC0CE5549356CA8444051B1F8D680645AC0824884846CA84440F5F7B98882645AC03E4E967E6CA84440C63C408882645AC0B33D56306CA844404BF57BAA82645AC047B2DE2F6CA8444066D818C482645AC036D818D87CA84440|{"base": 4, "name": "Animal Science", "color": "", "height": 8, "grossarea": 93631, "yearbuilt": 1986, "floorcount": 3, "yearremodeled": "", "UW_Building_Name": "Animal Science"}
7|92|0103000020E6100000010000001A000000241CFEC082645AC0102132D37CA84440EA24001F7F645AC089B0B6D97CA844402F10371B7F645AC0A687EB0E78A8444086573FAE82645AC00483820878A844401E960CB182645AC09EC385E679A844409BFDB69A82645AC02471ABE679A84440F5D8B79A82645AC0DBF804E979A844401742259382645AC0D56510E979A84440DED9919382645AC0E6BC35737AA844407A7D269B82645AC0565C27737AA84440ABC22A9B82645AC0FD3CB6777AA84440FD7702C282645AC0A0A370777AA8444091BE0CC282645AC0C375BC847AA84440BE7D4C6F83645AC0642F86837AA844402119496F83645AC03AE0C47F7AA8444004E1DC0F83645AC00D2D6E807AA844403593980F83645AC03989222A7AA84440C37B79A483645AC0220815297AA844406EE4FFA483645AC04E5A36D57AA844406E7D4DC282645AC069E1CDD67AA8444040FE62C382645AC01F3A1B377CA84440045BD0BB82645AC08CAC29377CA84440DD7EB9BB82645AC0C62E3B7C7CA844409AF8EBBB82645AC05DC75FBC7CA84440F50AEDC082645AC01BC155BC7CA84440241CFEC082645AC0102132D37CA84440|{"base": 0, "name": "Animal Science", "color": "", "height": 4, "grossarea": 93631, "yearbuilt": 1986, "floorcount": 3, "yearremodeled": "", "UW_Building_Name": "Animal Science"}
44|82|0103000020E61000000100000007000000DDBDE3CB9A645AC01DEDED59BCA84440A14CBE3595645AC08EDB2F51BCA844403D00613A95645AC01F183E99B5A844409633249197645AC06270E99CB5A84440E3B50F9497645AC002EBF35FB1A844409F3D70D39A645AC075AC0C65B1A84440DDBDE3CB9A645AC01DEDED59BCA84440|{"base": 16, "name": "Central Energy Plant", "color": "", "height": 20, "grossarea": 57830, "yearbuilt": 1977, "floorcount": 4, "yearremodeled": "", "UW_Building_Name": "Central Energy Plant"}
8|89|0103000020E610000001000000700000009EC6D0607B645AC027E6955621A84440646F470E7B645AC06220677922A844404F3214987A645AC027EC30A023A844407EAF21EC79645AC0C9565FD124A844403D40EE5C79645AC0B82F9EAD25A844407BD3066E78645AC0F42CB49E26A84440592598AC7A645AC0C4FB35712BA844409082F3807A645AC0C94BA4972BA84440AE652D1779645AC0D88AB5A728A84440C6121BED77645AC089DB139B29A84440A598204A76645AC06D44D8BB2AA84440E4208C2276645AC0C63B5C282AA84440996B341D74645AC03A7CFB292BA84440D79346D872645AC02C634E512BA844407B99C99271645AC0C8EABA472BA844404901E7A270645AC00C8A44212BA844404E317EB46F645AC03054ACDF2AA844400E6753C86E645AC0734728832AA844407A44AEEA6D645AC0D34598112AA8444031ECA5106D645AC0ADFAD98629A844401ACEEE5E6C645AC012F5760D29A84440006337AC6A645AC0FB6B0EB32CA84440C29EBE8D6A645AC07687A1962CA84440033D47F26C645AC07A0E605527A84440E8BFFF4D6C645AC0BD5B73A026A8444004B45C4B6C645AC0258E1DAB26A84440BA046E2A6C645AC0FCF1949826A84440FF005D316C645AC06E6A977C26A844400278AF2F6B645AC00FC09ADB24A8444005DB69276B645AC0D7B650EE24A844408982270A6B645AC04AB0F0D024A84440191C1B176B645AC059A39FB324A84440107D698D6A645AC03F8327C923A84440ABACA4AD67645AC04053F22027A84440DD1FE78F67645AC0B3DA83F826A84440E624A69169645AC0D290727424A84440E8BAB03969645AC0238E00AE23A844407E85695268645AC07F1EB0EB20A844405B468CCC67645AC0B9383FFF1DA844408D109A2168645AC03A6924F31DA8444085C6460968645AC09563A9371BA844406F9CD10668645AC0119E99371BA8444048B0AC0968645AC0A236511C1AA84440B0C2F61E68645AC0FF32A0BC18A844404E17DBB567645AC0576A27AE18A844404F8E41DE67645AC079AB059817A84440A439432268645AC0F297C43E16A8444097AC1E9768645AC074E1C7C814A844404B5B1BC365645AC086AC01DF12A84440BCABC9DF65645AC09F294E8A12A844403EF0A2C469645AC01CC1C11515A844403211788E6A645AC0F4973BB312A84440B97E4E8C6B645AC0630241C210A844406EF9A6AB68645AC0F6025B9F0CA8444072EDA0DE68645AC0BCBE735F0CA8444099414AF06A645AC0FA259E6D0FA844406340CA706B645AC07A8844BC0EA844402E3F9CB26B645AC02193400C0FA84440CF1A0D826C645AC0F0C37E110EA844401C50352F6D645AC0AE26E15D0DA8444021C8FD016F645AC02E79E80E0CA8444062A9B5B670645AC0AAF14C6B0BA84440F2793ADC71645AC084FC1C3B0BA84440F395E60A72645AC0ECD04C3808A844403556CF2172645AC0E3A3743B08A84440CB469C0872645AC09DCFAADB09A8444093F51D3C72645AC04711C4E209A84440B6B2623C72645AC0069B90F309A844402EAD888672645AC001D21CF309A84440F8F0458672645AC0035A50E209A844406F5D8E4673645AC0A197C7FC09A8444092D81D5F73645AC02A07236708A844401A99067673645AC0FCD74A6A08A84440101F775D73645AC08F68EFFF09A84440E551838F74645AC0918F112A0AA8444030FBBC6C74645AC0261827550BA844402B02982776645AC02C0C620E0CA844405B68F94676645AC021C0E0AB0BA84440CAA0830A78645AC09117C1DC0CA84440CE44AFDA78645AC0DE7ACFA30DA844400D06722F78645AC039C199150FA8444052F13ED878645AC04D56A0C50FA8444024830E2B7A645AC0AD437BCF11A844402507FB927A645AC0EAEFFDA812A84440A0499D887B645AC02ABC18A911A844409A69880C7C645AC0EC56B8E912A844401CE65BD77C645AC090C27A7D15A84440F46810FA7D645AC08CA92D0815A84440F086E9717E645AC0214A39D317A8444003D5CE0B7D645AC035E0386618A84440EF415B337D645AC0DF71B17F1AA84440A5A5FC5D81645AC0986581781AA8444051BC019C81645AC0D49214781AA8444033676F2683645AC0B7BD6D751AA844408428309685645AC04E5F37711AA844402440499685645AC06EA7E5931AA84440690F448885645AC0DF4359081BA844400138838885645AC099DD082B1BA844404BC7686185645AC061D473CF1CA8444061E09F6185645AC07A2C26F21CA84440DE3C8AF47F645AC0D50E92051DA84440DEFEF3EC7F645AC03D56EC821DA8444020A9A5ED7D645AC0C8E5883C1DA8444074D56FDC7D645AC06989AA581EA84440744AE5727D645AC0298E427620A844404CD149BE7C645AC0CE653F1720A844404529E8987C645AC079B339CE20A84440218FC9E37C645AC032CEE1EB20A84440CB8E888D7C645AC0D840A1EA21A84440380FA75F7F645AC086628FB123A84440F35B36507F645AC0CB84A4ED23A844409EC6D0607B645AC027E6955621A84440|{"base": 0, "name": "Arena Auditorium", "color": "", "height": 4, "grossarea": 275670, "yearbuilt": 1982, "floorcount": 0, "yearremodeled": 2017, "UW_Building_Name": "Arena Auditorium"}
9|89|0103000020E6100000010000007C000000678F1F437A645AC0842CD2B526A84440A329A8507C645AC00EBC2DBB29A84440799A12427C645AC0713994D129A844403894D2467A645AC068092DDE26A844409D93815A79645AC0809F7A1D28A84440E0FB166078645AC0E1556E2E29A8444024D7D65977645AC070EF8F0E2AA84440A598204A76645AC06D44D8BB2AA844406B4EB32C76645AC08423B9422AA84440815A582175645AC013E358BE2AA844404AFAFD1174645AC01CF401102BA84440F00D490073645AC03FAE35372BA84440071DE2ED71645AC0CF43B7332BA84440BEC172DC70645AC00D208C052BA84440DE16A9CE70645AC04384DB842BA844400F92C6AB6F645AC0A95A29262BA844408AA9308E6E645AC03CCF9A942AA844406E5C1F786D645AC0CF6051D129A844409EB5BB6B6C645AC07976D1DD28A844408E0A31E16A645AC02D20C3412CA84440B5D0E0CA6A645AC00203822A2CA84440CDE721666C645AC023DDC7B028A8444007583ED769645AC07E10DEC024A84440B5C4A18167645AC01A424B4427A84440A73C277267645AC0E6C6582327A84440A95C8AB969645AC0D91A6AB924A844403244383A69645AC04E0D289223A8444006622ECB68645AC005A5AF5122A844408DDCA96D68645AC0A13594FB20A844406ACEB52268645AC078DFA6931FA844407D4C28EB67645AC079A8EB1D1EA844403205A83E68645AC0770A5D081EA84440E920272268645AC0FBFEB9BA1CA844409CED3D1868645AC03DD9D5681BA8444012710B2168645AC0A148D2161AA84440A41D743C68645AC0C45ED1C818A844409BF0E1E867645AC053F5E0B318A844403FAC101C68645AC0241A7B4917A84440CF14A66268645AC0062A5DEC15A84440F1D8CBBB68645AC0D030ABA014A844406495F23266645AC01A4643E312A844404579843C66645AC07066D5C312A8444071D0CFD668645AC07C4D3B9514A8444061480EEC6A645AC0B189A90B10A84440428C98E068645AC0F9891E030DA84440FD8AADF168645AC03E3F1FE90CA8444062F561EA6A645AC064E05DE00FA844406D9544946B645AC0FE3936F40EA84440553208CB6B645AC06858AD550FA84440E536017E6C645AC0700AF2830EA844406EC33C386D645AC078F73CCD0DA844403E747AAE6C645AC0D08EF66E0CA84440652079966D645AC0778B0FB40BA844407406A3846E645AC06FB9501B0BA844408CE7A9BC6D645AC06F99E1F507A84440A157FDD56D645AC019A3C0E707A84440AA8E98F66E645AC08D66F28D0CA844408D65FCFA6E645AC05C7A8C8B0CA84440138D4A026F645AC0FCDCD9A90CA8444022D812286F645AC024F09F950CA844404B8E11216F645AC027DB24770CA844400540F7FF6F645AC04DC6DC120CA84440071DB1E170645AC09BC94ACC0BA8444095F741C571645AC0320CBEA30BA84440FEFA4CCC71645AC0D79ACE050BA844405EF7DAD771645AC0F9A2FC060BA84440007532DD71645AC09C45338F0AA84440136DA4D171645AC0D242088E0AA844403097DBEB71645AC07CC0E24108A84440C39AF90272645AC0F2DC3B4408A844409E52B78A72645AC09BC6FB5108A8444026696DA272645AC0B03E665408A844403943FC8D72645AC00A63F01E0AA84440AAC67B6074645AC03A9A384E0AA84440C698445C74645AC0C0DDEEAC0AA844404B8E946074645AC0C10F85B20AA84440EC5A5E6474645AC0A23A76B90AA844407808876774645AC097F690C10AA84440171CF86974645AC03A969BCA0AA844402B35A06B74645AC0F1C055D40AA844404389736C74645AC0A23C7ADE0AA84440CC386C6C74645AC0DDDAC0E80AA8444071778A6B74645AC0137AE0F20AA84440DC8BD46974645AC02F0E91FC0AA84440E5A2566774645AC098A18D050BA844406E78226474645AC0973F960D0BA84440F2D84E6074645AC095BB71140BA84440B900F75B74645AC05048EF190BA8444064D8395774645AC0C3D2E71D0BA844402A1A384F74645AC0263679D10BA84440DEDCE51E75645AC07BF795130CA84440D35825EC75645AC0B5D9286F0CA84440143C721576645AC079ACF0B70BA84440962911F376645AC06EC348390CA84440588D8DCB77645AC00968AFD90CA844408140D19D78645AC0398356980DA84440ED35F1277A645AC0017685180AA844404AD372407A645AC0C0A544310AA8444066B862A578645AC0191FCAC60DA8444064A18C587B645AC0F7C934B411A84440CA97D8A97D645AC09133C6270FA844405E2E25B97D645AC05DFAA9470FA84440E53B23797B645AC03BA148B711A84440906B2FFA7B645AC03C0F3FE812A844404CB4E46C7C645AC04D64542F14A844409BBE51D07C645AC0CC75D88915A844400AA494657C645AC042D784C615A844407C80BDAC7C645AC0FFF8050A17A84440F447A1E17C645AC088853F5B18A84440F9D89A037D645AC0269D14B619A84440CC1F40127D645AC00B614A161BA8444073D707C07F645AC0DDDDD4031BA84440E0013C9F7F645AC020E568E31DA844402A7747507D645AC0A8CF83711DA84440A9044C497D645AC07C31150E1EA8444065955CEE7C645AC0CAF654F71DA84440BB0A34C07C645AC0DC40EF431FA844409380CD807C645AC0DF2EFA8420A844401DBFB6D17C645AC0E4CEDCAE20A84440C0783F7D7C645AC0656DD8F421A84440BFA1DE097F645AC01D2D91A523A84440070B80FE7E645AC05FEC1FCC23A84440EB24B1607C645AC0E5714F0622A84440678F1F437A645AC0842CD2B526A84440|{"base": 4, "name": "Arena Auditorium", "color": "", "height": 8, "grossarea": 275670, "yearbuilt": 1982, "floorcount": 0, "yearremodeled": 2017, "UW_Building_Name": "Arena Auditorium"}
