id|asset_id|data|
560|622|{"DENSITY": 0.0, "REPLCOST": 50815567.53, "ZIP_CODE": 82071.0, "GROSSAREA": 126872.0, "YEARBUILT": 2002.0, "FLOORCOUNT": 3, "USABLEAREA": 112401.0, "Y_LATITUDE": 41.312699, "Shape__Area": 6795.083527, "X_LONGITUDE": -105.568383, "CONDITIONKEY": 0, "PERCENTUSABLE": 76.04, "Shape__Length": 423.6564631, "BLDG_ADDITIONS": "2017", "IMPROVEMENT_USE": "Athletics Facilities", "YEARS_REMODELED": "2017", "PERCENTASSIGNABLE": 52.47, "IMPROVEMENT_ACQUIRED": 0}
561|623|{"DENSITY": 0.0, "REPLCOST": 46298755.84, "ZIP_CODE": 82071.0, "GROSSAREA": 57771.0, "YEARBUILT": 1925.0, "FLOORCOUNT": 5, "USABLEAREA": 135964.0, "Y_LATITUDE": 41.31306, "Shape__Area": 5113.073776, "X_LONGITUDE": -105.579053, "CONDITIONKEY": 1, "PERCENTUSABLE": 71.98, "Shape__Length": 384.1607926, "BLDG_ADDITIONS": "2015", "IMPROVEMENT_USE": "Office/Recreation", "YEARS_REMODELED": "1980, 2015", "PERCENTASSIGNABLE": 52.28, "IMPROVEMENT_ACQUIRED": 0}
562|624|{"DENSITY": 3393.08, "REPLCOST": 11376603.07, "ZIP_CODE": 82071.0, "GROSSAREA": 106935.0, "YEARBUILT": 1902.0, "FLOORCOUNT": 5, "USABLEAREA": 47503.17, "Y_LATITUDE": 41.31423845, "Shape__Area": 1964.033798, "X_LONGITUDE": -105.5834184, "CONDITIONKEY": 0, "Shape__Length": 296.6189804, "IMPROVEMENT_USE": "Office/Research", "YEARS_REMODELED": "1956, 1962", "IMPROVEMENT_ACQUIRED": 0}
563|625|{"DENSITY": 0.0, "ZIP_CODE": 82071.0, "GROSSAREA": 23171.0, "YEARBUILT": 1954.0, "FLOORCOUNT": 0, "USABLEAREA": 20381.0, "Y_LATITUDE": 41.31429664, "Shape__Area": 713.714035, "X_LONGITUDE": -105.5828464, "CONDITIONKEY": 0, "Shape__Length": 116.4947062, "IMPROVEMENT_USE": "Office", "IMPROVEMENT_ACQUIRED": 0}
564|626|{"DENSITY": 0.0, "REPLCOST": 2252000.0, "ZIP_CODE": 82071.0, "GROSSAREA": 22520.0, "YEARBUILT": 2014.0, "FLOORCOUNT": 2, "USABLEAREA": 21487.0, "Y_LATITUDE": 41.317307, "Shape__Area": 1586.668472, "X_LONGITUDE": -105.575478, "CONDITIONKEY": 0, "PERCENTUSABLE": 61.32, "Shape__Length": 165.7760932, "IMPROVEMENT_USE": "Storage", "PERCENTASSIGNABLE": 50.78, "IMPROVEMENT_ACQUIRED": 0}
565|627|{"DENSITY": 888.23, "REPLCOST": 31000000.0, "ZIP_CODE": 82071.0, "GROSSAREA": 67000.0, "YEARBUILT": 2014.0, "FLOORCOUNT": 0, "USABLEAREA": 63366.0, "Y_LATITUDE": 41.310116, "Shape__Area": 3628.095932, "X_LONGITUDE": -105.565389, "CONDITIONKEY": 0, "PERCENTUSABLE": 46.96, "Shape__Length": 365.6228847, "IMPROVEMENT_USE": "Classroom/Office", "PERCENTASSIGNABLE": 25.22, "IMPROVEMENT_ACQUIRED": 0}
595|657|{"DENSITY": 0.0, "ZIP_CODE": 82070.0, "GROSSAREA": 146.55064, "YEARBUILT": 1940.0, "FLOORCOUNT": 1, "Y_LATITUDE": 41.305193, "Shape__Area": 13.61520386, "X_LONGITUDE": -105.642428, "CONDITIONKEY": 0, "Shape__Length": 14.76000001, "IMPROVEMENT_USE": "Storage", "IMPROVEMENT_ACQUIRED": 0}
566|628|{"DENSITY": 0.0, "REPLCOST": 68726178.71, "ZIP_CODE": 82071.0, "GROSSAREA": 177675.0, "YEARBUILT": 1972.0, "FLOORCOUNT": 0, "USABLEAREA": 156603.0, "Y_LATITUDE": 41.31194014, "Shape__Area": 9836.262802, "X_LONGITUDE": -105.572128, "CONDITIONKEY": 0, "PERCENTUSABLE": 45.23, "Shape__Length": 542.3827723, "BLDG_ADDITIONS": "2000", "IMPROVEMENT_USE": "Classroom/Office/Assembly", "YEARS_REMODELED": "2000, 2016", "PERCENTASSIGNABLE": 26.56, "IMPROVEMENT_ACQUIRED": 0}
567|629|{"DENSITY": 0.0, "REPLCOST": 15132297.06, "ZIP_CODE": 82071.0, "GROSSAREA": 71694.0, "YEARBUILT": 1984.0, "FLOORCOUNT": 3, "USABLEAREA": 53189.0, "Y_LATITUDE": 41.31244521, "Shape__Area": 3480.881409, "X_LONGITUDE": -105.5697529, "CONDITIONKEY": 1, "PERCENTUSABLE": 86.41, "Shape__Length": 303.9501031, "IMPROVEMENT_USE": "Athletics Facilities", "PERCENTASSIGNABLE": 66.55, "IMPROVEMENT_ACQUIRED": 0}
568|630|{"DENSITY": 0.0, "REPLCOST": 28875227.72, "ZIP_CODE": 82071.0, "GROSSAREA": 195855.0, "YEARBUILT": 1951.0, "FLOORCOUNT": 3, "USABLEAREA": 100418.0, "Y_LATITUDE": 41.31179215, "Shape__Area": 6487.350143, "X_LONGITUDE": -105.5698621, "CONDITIONKEY": 1, "PERCENTUSABLE": 22.16, "Shape__Length": 331.936558, "IMPROVEMENT_USE": "Athletics Facilities", "PERCENTASSIGNABLE": 15.2, "IMPROVEMENT_ACQUIRED": 0}
569|631|{"DENSITY": 48208.0, "REPLCOST": 50750000.0, "ZIP_CODE": 82071.0, "GROSSAREA": 117930.0, "YEARBUILT": 2015.0, "FLOORCOUNT": 0, "USABLEAREA": 96416.0, "Y_LATITUDE": 41.315551, "Shape__Area": 3682.368332, "X_LONGITUDE": -105.583228, "CONDITIONKEY": 1, "PERCENTUSABLE": 72.65, "Shape__Length": 292.3073851, "IMPROVEMENT_USE": "Laboratory/Office", "YEARS_REMODELED": "2014", "PERCENTASSIGNABLE": 47.01, "IMPROVEMENT_ACQUIRED": 0}
570|632|{"DENSITY": 1237.99, "REPLCOST": 78271751.2, "ZIP_CODE": 82071.0, "GROSSAREA": 82885.82, "YEARBUILT": 1927.0, "FLOORCOUNT": 8, "USABLEAREA": 65172.0, "Y_LATITUDE": 41.31499997, "Shape__Area": 7698.424103, "X_LONGITUDE": -105.5825, "CONDITIONKEY": 0, "PERCENTUSABLE": 78.63, "Shape__Length": 635.8432129, "IMPROVEMENT_USE": "Classroom/Office/Laboratory", "YEARS_REMODELED": "1983", "PERCENTASSIGNABLE": 38.22, "IMPROVEMENT_ACQUIRED": 0}
571|633|{"DENSITY": 2155.96, "REPLCOST": 21637461.82, "ZIP_CODE": 82071.0, "GROSSAREA": 56941.0, "YEARBUILT": 2013.0, "FLOORCOUNT": 4, "USABLEAREA": 49587.0, "Y_LATITUDE": 41.3148233, "Shape__Area": 1960.467102, "X_LONGITUDE": -105.5829944, "CONDITIONKEY": 0, "PERCENTUSABLE": 70.38, "Shape__Length": 257.6557864, "IMPROVEMENT_USE": "Research/Classroom/Assembly", "PERCENTASSIGNABLE": 39.47, "IMPROVEMENT_ACQUIRED": 0}
572|634|{"DENSITY": 10015.9, "REPLCOST": 70056033.0, "ZIP_CODE": 82072.0, "GROSSAREA": 107000.0, "YEARBUILT": 2019.0, "FLOORCOUNT": 4, "USABLEAREA": 100159.0, "Y_LATITUDE": 41.315667, "Shape__Area": 2625.933289, "X_LONGITUDE": -105.581859, "CONDITIONKEY": 1, "PERCENTUSABLE": 70.62, "Shape__Length": 275.8107282, "IMPROVEMENT_USE": "Classroom/Office", "PERCENTASSIGNABLE": 38.89, "IMPROVEMENT_ACQUIRED": 0}
573|635|{"DENSITY": 4050.9, "REPLCOST": 17258756.02, "ZIP_CODE": 82071.0, "GROSSAREA": 65500.0, "YEARBUILT": 1996.0, "FLOORCOUNT": 5, "USABLEAREA": 56712.65, "Y_LATITUDE": 41.31464626, "Shape__Area": 1394.188461, "X_LONGITUDE": -105.583578, "CONDITIONKEY": 0, "Shape__Length": 224.1493153, "IMPROVEMENT_USE": "Classroom/Office", "IMPROVEMENT_ACQUIRED": 0}
574|636|{"DENSITY": 0.0, "REPLCOST": 17027432.2, "ZIP_CODE": 82071.0, "GROSSAREA": 83646.0, "YEARBUILT": 1975.0, "FLOORCOUNT": 3, "USABLEAREA": 67652.96, "Y_LATITUDE": 41.31089045, "Shape__Area": 5303.346649, "X_LONGITUDE": -105.5710271, "CONDITIONKEY": 0, "PERCENTUSABLE": 64.82, "Shape__Length": 435.062995, "IMPROVEMENT_USE": "Athletics Facilities", "PERCENTASSIGNABLE": 43.86, "IMPROVEMENT_ACQUIRED": 0}
575|637|{"DENSITY": 2139.85, "REPLCOST": 15576550.06, "ZIP_CODE": 82071.0, "GROSSAREA": 69805.0, "YEARBUILT": 1977.0, "FLOORCOUNT": 3, "USABLEAREA": 64195.36, "Y_LATITUDE": 41.312716, "Shape__Area": 4575.097397, "X_LONGITUDE": -105.570848, "CONDITIONKEY": 1, "PERCENTUSABLE": 91.87, "Shape__Length": 472.5476905, "BLDG_ADDITIONS": "1993, 2009", "IMPROVEMENT_USE": "Classroom", "YEARS_REMODELED": "1993, 2009, 2012", "PERCENTASSIGNABLE": 70.17, "IMPROVEMENT_ACQUIRED": 0}
576|638|{"DENSITY": 3830.43, "REPLCOST": 23304101.32, "ZIP_CODE": 82071.0, "GROSSAREA": 123674.0, "YEARBUILT": 1950.0, "FLOORCOUNT": 5, "USABLEAREA": 95760.84, "Y_LATITUDE": 41.31418269, "Shape__Area": 3615.077545, "X_LONGITUDE": -105.5795795, "CONDITIONKEY": 0, "PERCENTUSABLE": 56.92, "Shape__Length": 403.7019599, "IMPROVEMENT_USE": "Classroom", "PERCENTASSIGNABLE": 43.31, "IMPROVEMENT_ACQUIRED": 0}
577|639|{"DENSITY": 3990.95, "REPLCOST": 38804517.85, "ZIP_CODE": 82071.0, "GROSSAREA": 163902.0, "YEARBUILT": 1960.0, "FLOORCOUNT": 4, "USABLEAREA": 155647.0, "Y_LATITUDE": 41.31150635, "Shape__Area": 4264.918533, "X_LONGITUDE": -105.5783744, "CONDITIONKEY": 1, "PERCENTUSABLE": 62.53, "Shape__Length": 388.3865663, "BLDG_ADDITIONS": "2009", "IMPROVEMENT_USE": "Classroom/Office", "YEARS_REMODELED": "2009", "PERCENTASSIGNABLE": 36.93, "IMPROVEMENT_ACQUIRED": 0}
578|640|{"DENSITY": 894.08, "REPLCOST": 44757614.08, "ZIP_CODE": 82071.0, "GROSSAREA": 221779.0, "YEARBUILT": 1949.0, "FLOORCOUNT": 8, "USABLEAREA": 192228.0, "Y_LATITUDE": 41.31418664, "Shape__Area": 4043.704773, "X_LONGITUDE": -105.5807562, "CONDITIONKEY": 1, "PERCENTUSABLE": 33.32, "Shape__Length": 581.3295618, "IMPROVEMENT_USE": "Classroom/Office", "YEARS_REMODELED": "1982", "PERCENTASSIGNABLE": 22.97, "IMPROVEMENT_ACQUIRED": 0}
579|641|{"DENSITY": 0.0, "REPLCOST": 74815305.87, "ZIP_CODE": 82071.0, "GROSSAREA": 297942.0, "YEARBUILT": 1958.0, "FLOORCOUNT": 6, "USABLEAREA": 262969.0, "Y_LATITUDE": 41.31161965, "Shape__Area": 6595.886276, "X_LONGITUDE": -105.5793472, "CONDITIONKEY": 1, "PERCENTUSABLE": 77.78, "Shape__Length": 471.5374114, "BLDG_ADDITIONS": "1978, 2009", "IMPROVEMENT_USE": "Stack/Study Space/Conference", "YEARS_REMODELED": "2009", "PERCENTASSIGNABLE": 66.05, "IMPROVEMENT_ACQUIRED": 0}
580|642|{"DENSITY": 0.0, "REPLCOST": 21307298.6, "ZIP_CODE": 82071.0, "GROSSAREA": 96061.0, "YEARBUILT": 1968.0, "FLOORCOUNT": 0, "USABLEAREA": 67759.0, "Y_LATITUDE": 41.31330392, "Shape__Area": 2924.182236, "X_LONGITUDE": -105.5845263, "CONDITIONKEY": 1, "PERCENTUSABLE": 85.28, "Shape__Length": 227.2886642, "BLDG_ADDITIONS": "2007", "IMPROVEMENT_USE": "Classroom", "YEARS_REMODELED": "2006", "PERCENTASSIGNABLE": 46.13, "IMPROVEMENT_ACQUIRED": 0}
581|643|{"DENSITY": 0.0, "REPLCOST": 1976579.36, "ZIP_CODE": 82072.0, "GROSSAREA": 12123.0, "YEARBUILT": 2005.0, "FLOORCOUNT": 1, "USABLEAREA": 10842.28, "Y_LATITUDE": 41.31218651, "Shape__Area": 1044.171753, "X_LONGITUDE": -105.558154, "CONDITIONKEY": 0, "Shape__Length": 146.03837, "IMPROVEMENT_USE": "Classroom/Day Care", "IMPROVEMENT_ACQUIRED": 0}
582|644|{"DENSITY": 0.0, "REPLCOST": 6576664.1, "ZIP_CODE": 82071.0, "GROSSAREA": 32013.0, "YEARBUILT": 1960.0, "FLOORCOUNT": 4, "USABLEAREA": 26179.0, "Y_LATITUDE": 41.31232482, "Shape__Area": 1089.214432, "X_LONGITUDE": -105.5822043, "CONDITIONKEY": 0, "Shape__Length": 197.3606388, "BLDG_ADDITIONS": "2009", "IMPROVEMENT_USE": "Clinic", "YEARS_REMODELED": "2009", "IMPROVEMENT_ACQUIRED": 0}
583|645|{"DENSITY": 0.0, "REPLCOST": 903448.83, "ZIP_CODE": 82071.0, "GROSSAREA": 4205.0, "YEARBUILT": 1965.0, "FLOORCOUNT": 2, "USABLEAREA": 3732.0, "Y_LATITUDE": 41.3133337, "Shape__Area": 387.5168152, "X_LONGITUDE": -105.5746004, "CONDITIONKEY": 0, "PERCENTUSABLE": 89.55, "Shape__Length": 88.97807731, "IMPROVEMENT_USE": "Telecommunications", "PERCENTASSIGNABLE": 67.57, "IMPROVEMENT_ACQUIRED": 0}
584|646|{"DENSITY": 0.0, "REPLCOST": 36887201.16, "ZIP_CODE": 82071.0, "GROSSAREA": 57830.0, "YEARBUILT": 1977.0, "FLOORCOUNT": 4, "USABLEAREA": 33583.0, "Y_LATITUDE": 41.31801712, "Shape__Area": 1559.765152, "X_LONGITUDE": -105.5718111, "CONDITIONKEY": 0, "Shape__Length": 189.5575141, "IMPROVEMENT_USE": "Physical Plant O&M", "IMPROVEMENT_ACQUIRED": 0}
585|647|{"DENSITY": 0.0, "REPLCOST": 32893057.06, "ZIP_CODE": 82071.0, "GROSSAREA": 126200.0, "YEARBUILT": 1993.0, "FLOORCOUNT": 6, "USABLEAREA": 116712.0, "Y_LATITUDE": 41.31489272, "Shape__Area": 6345.975525, "X_LONGITUDE": -105.567619, "CONDITIONKEY": 0, "PERCENTUSABLE": 76.45, "Shape__Length": 382.0762705, "IMPROVEMENT_USE": "Exhibition/Stacks", "PERCENTASSIGNABLE": 57.05, "IMPROVEMENT_ACQUIRED": 0}
586|648|{"DENSITY": 1143.46, "REPLCOST": 50681078.47, "ZIP_CODE": 82071.0, "GROSSAREA": 205350.0, "YEARBUILT": 1969.0, "FLOORCOUNT": 5, "USABLEAREA": 174949.68, "Y_LATITUDE": 41.31292521, "Shape__Area": 2836.984085, "X_LONGITUDE": -105.5837099, "CONDITIONKEY": 0, "PERCENTUSABLE": 86.81, "Shape__Length": 228.0105008, "IMPROVEMENT_USE": "Classroom/Office/Laboratory", "PERCENTASSIGNABLE": 56.59, "IMPROVEMENT_ACQUIRED": 0}
587|649|{"DENSITY": 0.0, "REPLCOST": 1945108.74, "ZIP_CODE": 82071.0, "GROSSAREA": 12567.0, "YEARBUILT": 1966.0, "FLOORCOUNT": 3, "USABLEAREA": 11437.0, "Y_LATITUDE": 41.31268646, "Shape__Area": 402.9206543, "X_LONGITUDE": -105.5729251, "CONDITIONKEY": 0, "Shape__Length": 88.93109879, "IMPROVEMENT_USE": "Housing", "PERCENTASSIGNABLE": 58.63, "IMPROVEMENT_ACQUIRED": 0}
588|650|{"DENSITY": 36238.0, "REPLCOST": 9846341.2, "ZIP_CODE": 82071.0, "GROSSAREA": 39081.0, "YEARBUILT": 2010.0, "FLOORCOUNT": 3, "USABLEAREA": 36238.0, "Y_LATITUDE": 41.31486204, "Shape__Area": 1302.572952, "X_LONGITUDE": -105.5840868, "CONDITIONKEY": 0, "PERCENTUSABLE": 84.82, "Shape__Length": 178.6311917, "IMPROVEMENT_USE": "Classroom/Office", "IMPROVEMENT_ACQUIRED": 0}
589|651|{"DENSITY": 882.71, "REPLCOST": 11317772.75, "ZIP_CODE": 82071.0, "GROSSAREA": 32832.0, "YEARBUILT": 1924.0, "FLOORCOUNT": 4, "USABLEAREA": 27364.0, "Y_LATITUDE": 41.31285762, "Shape__Area": 937.3159637, "X_LONGITUDE": -105.5847468, "CONDITIONKEY": 0, "PERCENTUSABLE": 65.2, "Shape__Length": 148.5751313, "IMPROVEMENT_USE": "Office", "YEARS_REMODELED": "1993", "PERCENTASSIGNABLE": 52.58, "IMPROVEMENT_ACQUIRED": 0}
