asset_id|measurement_type_id|measurement_prediction_type_id|ts|value
38|9|0|2025-01-16T23:00:00|77.0
38|9|0|2025-01-17T00:00:00|77.034
38|9|0|2025-01-17T01:00:00|77.066
38|9|0|2025-01-17T02:00:00|77.0
38|9|0|2025-01-17T03:00:00|77.0
38|9|0|2025-01-17T04:00:00|77.034
38|9|0|2025-01-17T05:00:00|77.0
38|9|0|2025-01-17T06:00:00|77.066
38|9|0|2025-01-17T07:00:00|77.067
38|9|0|2025-01-17T08:00:00|77.0
38|9|0|2025-01-17T09:00:00|77.034
38|9|0|2025-01-17T10:00:00|77.6
38|9|0|2025-01-17T11:00:00|78.0
38|9|0|2025-01-17T12:00:00|78.0
38|9|0|2025-01-17T13:00:00|78.0
38|9|0|2025-01-17T14:00:00|78.0
38|9|0|2025-01-17T15:00:00|77.666
38|9|0|2025-01-17T16:00:00|77.0
38|9|0|2025-01-17T17:00:00|77.0
38|9|0|2025-01-17T18:00:00|77.0
38|9|0|2025-01-17T19:00:00|77.034
38|9|0|2025-01-17T20:00:00|77.0
38|9|0|2025-01-17T21:00:00|77.0
38|9|0|2025-01-17T22:00:00|77.0
38|9|0|2025-01-17T23:00:00|77.0
38|9|0|2025-01-18T00:00:00|77.0
38|9|0|2025-01-18T01:00:00|77.0
38|9|0|2025-01-18T02:00:00|76.666
38|9|0|2025-01-18T03:00:00|76.0
38|9|0|2025-01-18T04:00:00|76.0
38|9|0|2025-01-18T05:00:00|76.0
38|9|0|2025-01-18T06:00:00|76.0
38|9|0|2025-01-18T07:00:00|76.034
38|9|0|2025-01-18T08:00:00|76.034
38|9|0|2025-01-18T09:00:00|76.0
38|9|0|2025-01-18T10:00:00|76.0
38|9|0|2025-01-18T11:00:00|76.0
38|9|0|2025-01-18T12:00:00|76.267
38|9|0|2025-01-18T13:00:00|77.534
38|9|0|2025-01-18T14:00:00|77.7
38|9|0|2025-01-18T15:00:00|77.0
38|9|0|2025-01-18T16:00:00|76.534
